"","Year","HEALTH_AUTHORITY","HOSPITAL_NAME","CATEGORY","WAITING","COMPLETED","COMPLETED_50TH_PERCENTILE","COMPLETED_90TH_PERCENTILE"
"2899",2012,"Vancouver Coastal","Squamish General Hospital","Cardiovascular System",5,13,2.9,5
"2900",2012,"Vancouver Coastal","Squamish General Hospital","Digestive System",41,156,4.075,10.1
"2901",2012,"Vancouver Coastal","Squamish General Hospital","Ear, Nose, and Throat System",20,86,7.025,18.875
"2902",2012,"Vancouver Coastal","Squamish General Hospital","Female Reproductive System",10,29,7.7,21.1
"2903",2012,"Vancouver Coastal","Squamish General Hospital","General Procedures (Multiple Systems/Non-Specific)",5,20,4.1,21.7
"2904",2012,"Vancouver Coastal","Squamish General Hospital","Male Reproductive System",0,10,NA,NA
"2905",2012,"Vancouver Coastal","Squamish General Hospital","Musculoskeletal System",183,532,4.04285714285714,16.7571428571429
"2906",2012,"Vancouver Coastal","Squamish General Hospital","Nervous System",5,5,NA,NA
"2907",2012,"Vancouver Coastal","Squamish General Hospital","Skin and Soft Tissue System",20,71,4.95,23.2
"2908",2012,"Vancouver Coastal","Squamish General Hospital","Urinary System",5,12,11.3,29.5
"2909",2012,"Vancouver Coastal","St. Paul'S Hospital","All Procedures",3263,6580,4.6,31.3
"2910",2012,"Vancouver Coastal","St. Paul'S Hospital","Cardiovascular System",29,204,1.26,5.82
"2911",2012,"Vancouver Coastal","St. Paul'S Hospital","Digestive System",385,918,5.97777777777778,31.6666666666667
"2912",2012,"Vancouver Coastal","St. Paul'S Hospital","Ear, Nose, and Throat System",1252,687,19.0571428571429,78.9571428571429
"2913",2012,"Vancouver Coastal","St. Paul'S Hospital","Endocrine System",52,175,3.7,20.7
"2914",2012,"Vancouver Coastal","St. Paul'S Hospital","Female Reproductive System",292,1531,6.82,19.54
"2915",2012,"Vancouver Coastal","St. Paul'S Hospital","General Procedures (Multiple Systems/Non-Specific)",111,386,3.03333333333333,11.4666666666667
"2916",2012,"Vancouver Coastal","St. Paul'S Hospital","Male Reproductive System",26,110,4.15,13.4
"2917",2012,"Vancouver Coastal","St. Paul'S Hospital","Musculoskeletal System",741,1634,4.59166666666667,28.1916666666667
"2918",2012,"Vancouver Coastal","St. Paul'S Hospital","Nervous System",7,25,3.6,17.5
"2919",2012,"Vancouver Coastal","St. Paul'S Hospital","Respiratory System",0,5,NA,NA
"2920",2012,"Vancouver Coastal","St. Paul'S Hospital","Skin and Soft Tissue System",262,323,7.07142857142857,23.7285714285714
"2921",2012,"Vancouver Coastal","St. Paul'S Hospital","Urinary System",141,613,6.8,12.8666666666667
"2922",2012,"Vancouver Coastal","Ubc Health Sciences Centre","All Procedures",2858,9932,5.1,27.3
"2923",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Cardiovascular System",296,278,18.25,65.2
"2924",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Digestive System",325,1132,5.41,29.26
"2925",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Ear, Nose, and Throat System",380,853,8.21111111111111,42.7222222222222
"2926",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Endocrine System",5,6,3.8,6
"2927",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Eye and Vision System",81,376,4,16.1
"2928",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Female Reproductive System",192,814,4.92,24.28
"2929",2012,"Vancouver Coastal","Ubc Health Sciences Centre","General Procedures (Multiple Systems/Non-Specific)",105,670,5.025,16.675
"2930",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Male Reproductive System",103,527,5.36666666666667,27.1333333333333
"2931",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Musculoskeletal System",910,3633,5.06923076923077,20.4384615384615
"2932",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Nervous System",5,30,4.1,14.3
"2933",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Skin and Soft Tissue System",384,959,4.05,25.03
"2934",2012,"Vancouver Coastal","Ubc Health Sciences Centre","Urinary System",113,662,3.06666666666667,14.2
"2935",2012,"Vancouver Coastal","Vancouver General Hospital","All Procedures",2873,13659,3.9,15.7
"2936",2012,"Vancouver Coastal","Vancouver General Hospital","Cardiovascular System",66,572,2.96,14.3
"2937",2012,"Vancouver Coastal","Vancouver General Hospital","Digestive System",214,606,5.32,23.9
"2938",2012,"Vancouver Coastal","Vancouver General Hospital","Ear, Nose, and Throat System",135,217,12.9375,40.0375
"2939",2012,"Vancouver Coastal","Vancouver General Hospital","Endocrine System",64,149,6,25
"2940",2012,"Vancouver Coastal","Vancouver General Hospital","Eye and Vision System",978,5913,3.13333333333333,9.26666666666667
"2941",2012,"Vancouver Coastal","Vancouver General Hospital","Female Reproductive System",123,836,3.8,13.875
"2942",2012,"Vancouver Coastal","Vancouver General Hospital","General Procedures (Multiple Systems/Non-Specific)",154,722,3.2,12.6333333333333
"2943",2012,"Vancouver Coastal","Vancouver General Hospital","Male Reproductive System",78,380,3.75,10.25
"2944",2012,"Vancouver Coastal","Vancouver General Hospital","Musculoskeletal System",658,1777,9.04166666666667,24.25
"2945",2012,"Vancouver Coastal","Vancouver General Hospital","Nervous System",135,559,2.63333333333333,13.7
"2946",2012,"Vancouver Coastal","Vancouver General Hospital","Respiratory System",47,489,1.76666666666667,4.83333333333333
"2947",2012,"Vancouver Coastal","Vancouver General Hospital","Skin and Soft Tissue System",176,652,5.86666666666667,22.9222222222222
"2948",2012,"Vancouver Coastal","Vancouver General Hospital","Urinary System",102,814,3.26666666666667,9.83333333333333
"2949",2012,"Vancouver Island","All Facilities","All Procedures",15990,45483,6.9,26.1
"2950",2012,"Vancouver Island","All Facilities","Cardiovascular System",1061,901,23.08,66
"2951",2012,"Vancouver Island","All Facilities","Digestive System",1982,4736,8.39333333333333,37.24
"2952",2012,"Vancouver Island","All Facilities","Ear, Nose, and Throat System",1522,3831,9.81,27.93
"2953",2012,"Vancouver Island","All Facilities","Endocrine System",54,198,6,19.3
"2954",2012,"Vancouver Island","All Facilities","Eye and Vision System",2534,11082,6.5,25.9333333333333
"2955",2012,"Vancouver Island","All Facilities","Female Reproductive System",957,3816,5.85,20.3
"2956",2012,"Vancouver Island","All Facilities","General Procedures (Multiple Systems/Non-Specific)",465,2077,4.7,18.4
"2957",2012,"Vancouver Island","All Facilities","Male Reproductive System",444,2034,7.06666666666667,27.4666666666667
"2958",2012,"Vancouver Island","All Facilities","Musculoskeletal System",5012,8719,11.56,33.22
"2959",2012,"Vancouver Island","All Facilities","Nervous System",38,231,2.8,8.03333333333333
"2960",2012,"Vancouver Island","All Facilities","Respiratory System",30,274,3.63333333333333,6.83333333333333
"2961",2012,"Vancouver Island","All Facilities","Skin and Soft Tissue System",910,3015,6.2,23.8555555555556
"2962",2012,"Vancouver Island","All Facilities","Urinary System",1002,4573,4.26666666666667,17.6666666666667
"2963",2012,"Vancouver Island","Campbell River And District General Hospital","All Procedures",1118,2592,9.3,27.1
"2964",2012,"Vancouver Island","Campbell River And District General Hospital","Cardiovascular System",29,28,10.35,23.95
"2965",2012,"Vancouver Island","Campbell River And District General Hospital","Digestive System",202,466,11.9142857142857,26.0428571428571
"2966",2012,"Vancouver Island","Campbell River And District General Hospital","Ear, Nose, and Throat System",306,469,11.75,24.8166666666667
"2967",2012,"Vancouver Island","Campbell River And District General Hospital","Endocrine System",5,14,5.1,7
"2968",2012,"Vancouver Island","Campbell River And District General Hospital","Eye and Vision System",6,11,5,9.1
"2969",2012,"Vancouver Island","Campbell River And District General Hospital","Female Reproductive System",52,234,8.5,17.36
"2970",2012,"Vancouver Island","Campbell River And District General Hospital","General Procedures (Multiple Systems/Non-Specific)",16,83,4.175,19.625
"2971",2012,"Vancouver Island","Campbell River And District General Hospital","Male Reproductive System",19,50,16.3,36.1666666666667
"2972",2012,"Vancouver Island","Campbell River And District General Hospital","Musculoskeletal System",416,903,8.45833333333333,24.2
"2973",2012,"Vancouver Island","Campbell River And District General Hospital","Nervous System",5,14,2.7,6.9
"2974",2012,"Vancouver Island","Campbell River And District General Hospital","Skin and Soft Tissue System",93,267,6.7625,20.9875
"2975",2012,"Vancouver Island","Campbell River And District General Hospital","Urinary System",19,85,14.15,38.65
"2976",2012,"Vancouver Island","Cowichan District Hospital","All Procedures",1029,3670,5.3,23.4
"2977",2012,"Vancouver Island","Cowichan District Hospital","Cardiovascular System",0,15,0.8,3.3
"2978",2012,"Vancouver Island","Cowichan District Hospital","Digestive System",53,389,3.83333333333333,9.41666666666667
"2979",2012,"Vancouver Island","Cowichan District Hospital","Ear, Nose, and Throat System",158,483,8.64285714285714,16.8
"2980",2012,"Vancouver Island","Cowichan District Hospital","Endocrine System",0,5,NA,NA
"2981",2012,"Vancouver Island","Cowichan District Hospital","Eye and Vision System",89,999,3.1,14.4
"2982",2012,"Vancouver Island","Cowichan District Hospital","Female Reproductive System",58,290,5.82,20.06
"2983",2012,"Vancouver Island","Cowichan District Hospital","General Procedures (Multiple Systems/Non-Specific)",20,53,3,10.8333333333333
"2984",2012,"Vancouver Island","Cowichan District Hospital","Male Reproductive System",35,116,10.95,22.05
"2985",2012,"Vancouver Island","Cowichan District Hospital","Musculoskeletal System",576,1058,7.86666666666667,36.0666666666667
"2986",2012,"Vancouver Island","Cowichan District Hospital","Nervous System",5,5,2,30.5
"2987",2012,"Vancouver Island","Cowichan District Hospital","Skin and Soft Tissue System",59,150,3.61666666666667,17.8333333333333
"2988",2012,"Vancouver Island","Cowichan District Hospital","Urinary System",33,147,6.1,13.8666666666667
"2989",2012,"Vancouver Island","Nanaimo Regional General Hospital","All Procedures",3153,9183,8.6,27
"2990",2012,"Vancouver Island","Nanaimo Regional General Hospital","Cardiovascular System",0,25,1.4,6.4
"2991",2012,"Vancouver Island","Nanaimo Regional General Hospital","Digestive System",332,1011,8.65555555555556,25.0333333333333
"2992",2012,"Vancouver Island","Nanaimo Regional General Hospital","Ear, Nose, and Throat System",369,809,5.4,12.95
"2993",2012,"Vancouver Island","Nanaimo Regional General Hospital","Endocrine System",6,34,3.4,10.9
"2994",2012,"Vancouver Island","Nanaimo Regional General Hospital","Eye and Vision System",830,2635,10.1,21.8
"2995",2012,"Vancouver Island","Nanaimo Regional General Hospital","Female Reproductive System",219,938,8.06666666666667,23.5
"2996",2012,"Vancouver Island","Nanaimo Regional General Hospital","General Procedures (Multiple Systems/Non-Specific)",109,375,4.525,16.675
"2997",2012,"Vancouver Island","Nanaimo Regional General Hospital","Male Reproductive System",53,291,7.23333333333333,17.4333333333333
"2998",2012,"Vancouver Island","Nanaimo Regional General Hospital","Musculoskeletal System",1031,1713,11.25,31.7785714285714
"2999",2012,"Vancouver Island","Nanaimo Regional General Hospital","Nervous System",5,16,7.7,11.9
"3000",2012,"Vancouver Island","Nanaimo Regional General Hospital","Skin and Soft Tissue System",187,664,9.525,26.3875
"3001",2012,"Vancouver Island","Nanaimo Regional General Hospital","Urinary System",65,691,2.96666666666667,12.5
"3002",2012,"Vancouver Island","Royal Jubilee Hospital","All Procedures",4688,12183,6.6,25.9
"3003",2012,"Vancouver Island","Royal Jubilee Hospital","Cardiovascular System",935,760,33.66,74.36
"3004",2012,"Vancouver Island","Royal Jubilee Hospital","Digestive System",414,698,10.9,53.2555555555556
"3005",2012,"Vancouver Island","Royal Jubilee Hospital","Ear, Nose, and Throat System",139,231,12.55,37.35
"3006",2012,"Vancouver Island","Royal Jubilee Hospital","Endocrine System",35,83,7.1,23.8
"3007",2012,"Vancouver Island","Royal Jubilee Hospital","Eye and Vision System",1133,4845,6.53333333333333,29.2666666666667
"3008",2012,"Vancouver Island","Royal Jubilee Hospital","Female Reproductive System",10,16,4.7,28.1
"3009",2012,"Vancouver Island","Royal Jubilee Hospital","General Procedures (Multiple Systems/Non-Specific)",149,624,3.85,12.8
"3010",2012,"Vancouver Island","Royal Jubilee Hospital","Male Reproductive System",117,584,5.83333333333333,26.4666666666667
"3011",2012,"Vancouver Island","Royal Jubilee Hospital","Musculoskeletal System",985,1672,12.1692307692308,29.8153846153846
"3012",2012,"Vancouver Island","Royal Jubilee Hospital","Nervous System",11,74,3.3,13
"3013",2012,"Vancouver Island","Royal Jubilee Hospital","Respiratory System",30,274,3.63333333333333,6.83333333333333
"3014",2012,"Vancouver Island","Royal Jubilee Hospital","Skin and Soft Tissue System",360,888,5.37777777777778,23.1777777777778
"3015",2012,"Vancouver Island","Royal Jubilee Hospital","Urinary System",412,1468,4.36666666666667,13.4333333333333
"3016",2012,"Vancouver Island","Saanich Peninsula Hospital","All Procedures",928,2438,9.1,27.7
"3017",2012,"Vancouver Island","Saanich Peninsula Hospital","Cardiovascular System",5,5,NA,NA
"3018",2012,"Vancouver Island","Saanich Peninsula Hospital","Digestive System",92,310,8.18,16.32
"3019",2012,"Vancouver Island","Saanich Peninsula Hospital","Ear, Nose, and Throat System",86,306,7.14,16.06
"3020",2012,"Vancouver Island","Saanich Peninsula Hospital","Eye and Vision System",239,570,6.15,13.7
"3021",2012,"Vancouver Island","Saanich Peninsula Hospital","Female Reproductive System",150,237,16.25,35.075
"3022",2012,"Vancouver Island","Saanich Peninsula Hospital","General Procedures (Multiple Systems/Non-Specific)",18,97,8.5,22.3
"3023",2012,"Vancouver Island","Saanich Peninsula Hospital","Male Reproductive System",10,10,4.1,6.3
"3024",2012,"Vancouver Island","Saanich Peninsula Hospital","Musculoskeletal System",270,615,12.65,34.9875
"3025",2012,"Vancouver Island","Saanich Peninsula Hospital","Nervous System",5,5,NA,NA
"3026",2012,"Vancouver Island","Saanich Peninsula Hospital","Skin and Soft Tissue System",63,130,4.4,15.86
"3027",2012,"Vancouver Island","Saanich Peninsula Hospital","Urinary System",40,204,7.4,20.15
"3028",2012,"Vancouver Island","St. Joseph'S General Hospital","All Procedures",1408,4711,5.9,24.3
"3029",2012,"Vancouver Island","St. Joseph'S General Hospital","Cardiovascular System",5,18,2,20.1
"3030",2012,"Vancouver Island","St. Joseph'S General Hospital","Digestive System",236,434,9.32857142857143,24.3857142857143
"3031",2012,"Vancouver Island","St. Joseph'S General Hospital","Ear, Nose, and Throat System",133,260,16.5833333333333,30.7333333333333
"3032",2012,"Vancouver Island","St. Joseph'S General Hospital","Endocrine System",5,15,8.7,13.4
"3033",2012,"Vancouver Island","St. Joseph'S General Hospital","Eye and Vision System",179,1911,4.95,16.35
"3034",2012,"Vancouver Island","St. Joseph'S General Hospital","Female Reproductive System",102,549,6.76,14.98
"3035",2012,"Vancouver Island","St. Joseph'S General Hospital","General Procedures (Multiple Systems/Non-Specific)",15,95,5.2,12.0333333333333
"3036",2012,"Vancouver Island","St. Joseph'S General Hospital","Male Reproductive System",42,177,4.85,21.7
"3037",2012,"Vancouver Island","St. Joseph'S General Hospital","Musculoskeletal System",657,866,14.35,34.38
"3038",2012,"Vancouver Island","St. Joseph'S General Hospital","Nervous System",5,0,NA,NA
"3039",2012,"Vancouver Island","St. Joseph'S General Hospital","Skin and Soft Tissue System",31,150,5.375,15.5
"3040",2012,"Vancouver Island","St. Joseph'S General Hospital","Urinary System",50,268,4.23333333333333,16.3333333333333
"3041",2012,"Vancouver Island","Victoria General Hospital","All Procedures",3515,9773,6.3,27.3
"3042",2012,"Vancouver Island","Victoria General Hospital","Cardiovascular System",93,58,11.4,50.5
"3043",2012,"Vancouver Island","Victoria General Hospital","Digestive System",669,1215,8.7,22.8375
"3044",2012,"Vancouver Island","Victoria General Hospital","Ear, Nose, and Throat System",384,1288,11.62,27.76
"3045",2012,"Vancouver Island","Victoria General Hospital","Endocrine System",8,44,7.9,19.9
"3046",2012,"Vancouver Island","Victoria General Hospital","Eye and Vision System",58,115,29.6,40.5
"3047",2012,"Vancouver Island","Victoria General Hospital","Female Reproductive System",379,1423,5.63333333333333,17.9166666666667
"3048",2012,"Vancouver Island","Victoria General Hospital","General Procedures (Multiple Systems/Non-Specific)",152,612,4.06666666666667,17.3333333333333
"3049",2012,"Vancouver Island","Victoria General Hospital","Male Reproductive System",175,705,10,30.1333333333333
"3050",2012,"Vancouver Island","Victoria General Hospital","Musculoskeletal System",1105,1902,14.25,31.5714285714286
"3051",2012,"Vancouver Island","Victoria General Hospital","Nervous System",19,123,4.03333333333333,14.1
"3052",2012,"Vancouver Island","Victoria General Hospital","Skin and Soft Tissue System",154,720,6.96666666666667,19.9333333333333
"3053",2012,"Vancouver Island","Victoria General Hospital","Urinary System",356,1591,4.16666666666667,22.5
"3054",2012,"Vancouver Island","West Coast General Hospital","All Procedures",151,933,4.7,20.3
"3055",2012,"Vancouver Island","West Coast General Hospital","Cardiovascular System",6,10,NA,NA
"3056",2012,"Vancouver Island","West Coast General Hospital","Digestive System",66,311,5.56,20.94
"3057",2012,"Vancouver Island","West Coast General Hospital","Ear, Nose, and Throat System",5,0,NA,NA
"3058",2012,"Vancouver Island","West Coast General Hospital","Endocrine System",0,6,3.2,10.4
"3059",2012,"Vancouver Island","West Coast General Hospital","Female Reproductive System",16,151,2.3,8.26
"3060",2012,"Vancouver Island","West Coast General Hospital","General Procedures (Multiple Systems/Non-Specific)",18,147,4,15.65
"3061",2012,"Vancouver Island","West Coast General Hospital","Male Reproductive System",13,105,10.15,27.15
"3062",2012,"Vancouver Island","West Coast General Hospital","Musculoskeletal System",23,29,5.4,15.6
"3063",2012,"Vancouver Island","West Coast General Hospital","Skin and Soft Tissue System",20,79,8.125,22.85
"3064",2012,"Vancouver Island","West Coast General Hospital","Urinary System",31,122,5.86666666666667,30.5333333333333
"3065",2013,"All Health Authorities","All Facilities","All Procedures",75567,225789,5.7,27.3
"3066",2013,"All Health Authorities","All Facilities","Cardiovascular System",2085,4757,5.46,32.02
"3067",2013,"All Health Authorities","All Facilities","Digestive System",8346,25822,5.87333333333333,34.2466666666667
"3068",2013,"All Health Authorities","All Facilities","Ear, Nose, and Throat System",7927,18905,8.79,36.47
"3069",2013,"All Health Authorities","All Facilities","Endocrine System",378,1296,6.3,25.2
"3070",2013,"All Health Authorities","All Facilities","Eye and Vision System",18649,55839,5.06666666666667,23.8
"3071",2013,"All Health Authorities","All Facilities","Female Reproductive System",5398,24272,4.56666666666667,16.5666666666667
"3072",2013,"All Health Authorities","All Facilities","General Procedures (Multiple Systems/Non-Specific)",1791,10124,3.475,15.375
"3073",2013,"All Health Authorities","All Facilities","Male Reproductive System",2012,7356,6.36666666666667,27.4666666666667
"3074",2013,"All Health Authorities","All Facilities","Musculoskeletal System",21230,43553,8.3375,32.54375
"3075",2013,"All Health Authorities","All Facilities","Nervous System",536,2382,2.675,14.875
"3076",2013,"All Health Authorities","All Facilities","Respiratory System",140,1335,2.13333333333333,5.76666666666667
"3077",2013,"All Health Authorities","All Facilities","Skin and Soft Tissue System",4364,15845,5.72,25.05
"3078",2013,"All Health Authorities","All Facilities","Urinary System",2712,14307,3.66666666666667,14.5666666666667
"3079",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","All Procedures",1705,5289,5.7,37.1
"3080",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Cardiovascular System",196,432,4.02,26.3
"3081",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Digestive System",252,1022,12.16,24.87
"3082",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Ear, Nose, and Throat System",135,456,8.87142857142857,36.1714285714286
"3083",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Endocrine System",5,48,3.9,9.2
"3084",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Eye and Vision System",8,9,23.3,62.5
"3085",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Female Reproductive System",381,1226,9,25.0166666666667
"3086",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","General Procedures (Multiple Systems/Non-Specific)",26,110,3.86666666666667,33.4666666666667
"3087",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Male Reproductive System",136,277,24.8666666666667,52.1333333333333
"3088",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Musculoskeletal System",339,907,7.39230769230769,25.4461538461538
"3089",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Nervous System",5,11,1.9,13.3
"3090",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Skin and Soft Tissue System",170,523,3.9125,32.475
"3091",2013,"Fraser","Abbotsford Regional Hospital And Cancer Centre","Urinary System",94,293,7.7,49.5
"3092",2013,"Fraser","All Facilities","All Procedures",21987,60218,6.3,29.1
"3093",2013,"Fraser","All Facilities","Cardiovascular System",535,1076,4.62,25.3
"3094",2013,"Fraser","All Facilities","Digestive System",2567,8016,5.82857142857143,24.1428571428571
"3095",2013,"Fraser","All Facilities","Ear, Nose, and Throat System",2441,5112,9.53,32.54
"3096",2013,"Fraser","All Facilities","Endocrine System",111,358,6,23.7
"3097",2013,"Fraser","All Facilities","Eye and Vision System",6035,16752,6.96666666666667,33.3
"3098",2013,"Fraser","All Facilities","Female Reproductive System",2111,7244,5.51666666666667,19.95
"3099",2013,"Fraser","All Facilities","General Procedures (Multiple Systems/Non-Specific)",383,1421,3.475,16.7
"3100",2013,"Fraser","All Facilities","Male Reproductive System",710,1965,7.56666666666667,41.3
"3101",2013,"Fraser","All Facilities","Musculoskeletal System",4882,10200,7.65333333333333,30.3466666666667
"3102",2013,"Fraser","All Facilities","Nervous System",67,274,1.75,6.35
"3103",2013,"Fraser","All Facilities","Respiratory System",57,254,2.06666666666667,6.13333333333333
"3104",2013,"Fraser","All Facilities","Skin and Soft Tissue System",1356,3984,4.84,21.21
"3105",2013,"Fraser","All Facilities","Urinary System",748,3563,4,15.3
"3106",2013,"Fraser","Burnaby Hospital","All Procedures",3609,6744,11.6,45.1
"3107",2013,"Fraser","Burnaby Hospital","Cardiovascular System",0,5,NA,NA
"3108",2013,"Fraser","Burnaby Hospital","Digestive System",546,648,14.1875,38.775
"3109",2013,"Fraser","Burnaby Hospital","Ear, Nose, and Throat System",364,783,7.55,34.8
"3110",2013,"Fraser","Burnaby Hospital","Endocrine System",5,13,3.7,19.3
"3111",2013,"Fraser","Burnaby Hospital","Eye and Vision System",1108,2257,11.5333333333333,39.0333333333333
"3112",2013,"Fraser","Burnaby Hospital","Female Reproductive System",271,628,10.12,27.14
"3113",2013,"Fraser","Burnaby Hospital","General Procedures (Multiple Systems/Non-Specific)",35,142,5.8,24.0333333333333
"3114",2013,"Fraser","Burnaby Hospital","Male Reproductive System",159,372,6.25,44.35
"3115",2013,"Fraser","Burnaby Hospital","Musculoskeletal System",833,1175,14.8583333333333,40.2083333333333
"3116",2013,"Fraser","Burnaby Hospital","Nervous System",8,8,1.9,22.8
"3117",2013,"Fraser","Burnaby Hospital","Skin and Soft Tissue System",223,265,15.4,39.7875
"3118",2013,"Fraser","Burnaby Hospital","Urinary System",103,473,4.06666666666667,13.7333333333333
"3119",2013,"Fraser","Chilliwack General Hospital","All Procedures",1740,8069,5,15.6
"3120",2013,"Fraser","Chilliwack General Hospital","Cardiovascular System",0,16,0.9,2.4
"3121",2013,"Fraser","Chilliwack General Hospital","Digestive System",95,506,3.97142857142857,10.4857142857143
"3122",2013,"Fraser","Chilliwack General Hospital","Ear, Nose, and Throat System",146,455,7.425,18.95
"3123",2013,"Fraser","Chilliwack General Hospital","Endocrine System",0,11,5.9,11
"3124",2013,"Fraser","Chilliwack General Hospital","Eye and Vision System",932,5049,3.5,10.35
"3125",2013,"Fraser","Chilliwack General Hospital","Female Reproductive System",230,704,5.63333333333333,16.3833333333333
"3126",2013,"Fraser","Chilliwack General Hospital","General Procedures (Multiple Systems/Non-Specific)",20,87,3.5,10.1
"3127",2013,"Fraser","Chilliwack General Hospital","Male Reproductive System",85,160,15.4,34.85
"3128",2013,"Fraser","Chilliwack General Hospital","Musculoskeletal System",208,740,6.25454545454545,17.3727272727273
"3129",2013,"Fraser","Chilliwack General Hospital","Nervous System",5,0,NA,NA
"3130",2013,"Fraser","Chilliwack General Hospital","Skin and Soft Tissue System",30,132,3.32,10.18
"3131",2013,"Fraser","Chilliwack General Hospital","Urinary System",57,246,3.5,15.3
"3132",2013,"Fraser","Delta Hospital","All Procedures",1038,4558,4,18.9
"3133",2013,"Fraser","Delta Hospital","Cardiovascular System",43,53,26.7,36.9
"3134",2013,"Fraser","Delta Hospital","Digestive System",222,1078,4.4,19.2
"3135",2013,"Fraser","Delta Hospital","Ear, Nose, and Throat System",16,61,4.05,11.4
"3136",2013,"Fraser","Delta Hospital","Eye and Vision System",261,1054,6.5,29.3
"3137",2013,"Fraser","Delta Hospital","Female Reproductive System",117,626,3.25,7.76666666666667
"3138",2013,"Fraser","Delta Hospital","General Procedures (Multiple Systems/Non-Specific)",10,63,3.475,13.55
"3139",2013,"Fraser","Delta Hospital","Male Reproductive System",10,50,7.03333333333333,15.6
"3140",2013,"Fraser","Delta Hospital","Musculoskeletal System",247,846,3.83333333333333,24.8666666666667
"3141",2013,"Fraser","Delta Hospital","Nervous System",5,5,NA,NA
"3142",2013,"Fraser","Delta Hospital","Skin and Soft Tissue System",147,580,4.47142857142857,13.0428571428571
"3143",2013,"Fraser","Delta Hospital","Urinary System",15,170,5.75,11.2
"3144",2013,"Fraser","Eagle Ridge Hospital","All Procedures",2026,5771,6.9,24.9
"3145",2013,"Fraser","Eagle Ridge Hospital","Cardiovascular System",94,67,23.5,112
"3146",2013,"Fraser","Eagle Ridge Hospital","Digestive System",340,1212,6,15.3
"3147",2013,"Fraser","Eagle Ridge Hospital","Ear, Nose, and Throat System",352,716,8.75,29.1
"3148",2013,"Fraser","Eagle Ridge Hospital","Endocrine System",34,147,10.4,25.7
"3149",2013,"Fraser","Eagle Ridge Hospital","Eye and Vision System",5,11,18.3,33
"3150",2013,"Fraser","Eagle Ridge Hospital","Female Reproductive System",183,374,6.6,17.12
"3151",2013,"Fraser","Eagle Ridge Hospital","General Procedures (Multiple Systems/Non-Specific)",107,243,5.15,17.575
"3152",2013,"Fraser","Eagle Ridge Hospital","Male Reproductive System",40,149,5.96666666666667,23.5
"3153",2013,"Fraser","Eagle Ridge Hospital","Musculoskeletal System",545,1839,7.83571428571429,23.65
"3154",2013,"Fraser","Eagle Ridge Hospital","Nervous System",11,35,4,9.3
"3155",2013,"Fraser","Eagle Ridge Hospital","Skin and Soft Tissue System",265,701,8.9125,23.725
"3156",2013,"Fraser","Eagle Ridge Hospital","Urinary System",71,295,4.3,16.3
"3157",2013,"Fraser","Langley Memorial Hospital","All Procedures",1674,5172,6.7,31
"3158",2013,"Fraser","Langley Memorial Hospital","Digestive System",102,589,4.4625,14.1875
"3159",2013,"Fraser","Langley Memorial Hospital","Ear, Nose, and Throat System",92,468,7.62857142857143,13.7857142857143
"3160",2013,"Fraser","Langley Memorial Hospital","Endocrine System",0,5,NA,NA
"3161",2013,"Fraser","Langley Memorial Hospital","Eye and Vision System",666,1387,9,30.6
"3162",2013,"Fraser","Langley Memorial Hospital","Female Reproductive System",177,761,5.45,18.8833333333333
"3163",2013,"Fraser","Langley Memorial Hospital","General Procedures (Multiple Systems/Non-Specific)",24,74,2.93333333333333,10.5666666666667
"3164",2013,"Fraser","Langley Memorial Hospital","Male Reproductive System",21,171,2.7,5.4
"3165",2013,"Fraser","Langley Memorial Hospital","Musculoskeletal System",554,1064,13.3214285714286,37.3
"3166",2013,"Fraser","Langley Memorial Hospital","Skin and Soft Tissue System",36,195,6.125,25.375
"3167",2013,"Fraser","Langley Memorial Hospital","Urinary System",59,483,3.33333333333333,10.8
"3168",2013,"Fraser","Pattison Outpatient Centre","All Procedures",1569,4015,4.6,21.4
"3169",2013,"Fraser","Pattison Outpatient Centre","Cardiovascular System",23,168,5.15,17.5
"3170",2013,"Fraser","Pattison Outpatient Centre","Digestive System",281,847,5.68,18.46
